date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:31:39	40576/40576	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2015%20Dec%202018%2017:24:06%20GMT	http://azim.commonsupport.com/Appway/fonts/fa-regular-400.eot?	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/fonts/fa-regular-400d41d.eot	(from http://azim.commonsupport.com/Appway/css/font-awesome-all.css)
04:31:41	40348/40348	---M--	200	added ('OK')	font/ttf	date:Sat,%2015%20Dec%202018%2017:24:06%20GMT	http://azim.commonsupport.com/Appway/fonts/fa-regular-400.ttf	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/fonts/fa-regular-400.ttf	(from http://azim.commonsupport.com/Appway/css/font-awesome-all.css)
04:31:45	123304/123304	---M--	200	added ('OK')	font/ttf	date:Sat,%2015%20Dec%202018%2017:24:06%20GMT	http://azim.commonsupport.com/Appway/fonts/fa-brands-400.ttf	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/fonts/fa-brands-400.ttf	(from http://azim.commonsupport.com/Appway/css/font-awesome-all.css)
04:31:51	72000/72000	---M--	200	added ('OK')	font/woff2	date:Sat,%2015%20Dec%202018%2017:24:06%20GMT	http://azim.commonsupport.com/Appway/fonts/fa-solid-900.woff2	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/fonts/fa-solid-900.woff2	(from http://azim.commonsupport.com/Appway/css/font-awesome-all.css)
04:32:00	92696/92696	---M--	200	added ('OK')	font/woff	date:Sat,%2015%20Dec%202018%2017:24:06%20GMT	http://azim.commonsupport.com/Appway/fonts/fa-solid-900.woff	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/fonts/fa-solid-900.woff	(from http://azim.commonsupport.com/Appway/css/font-awesome-all.css)
04:32:05	725405/725405	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Dec%202018%2017:24:06%20GMT	http://azim.commonsupport.com/Appway/fonts/fa-solid-900.svg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/fonts/fa-solid-900.svg	(from http://azim.commonsupport.com/Appway/css/font-awesome-all.css)
04:32:13	40442/40442	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2003%20Oct%202019%2002:07:20%20GMT	http://azim.commonsupport.com/Appway/fonts/Flaticon.eot	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/fonts/Flaticon.eot	(from http://azim.commonsupport.com/Appway/css/flaticon.css)
04:32:13	191332/191332	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2015%20Dec%202018%2017:24:06%20GMT	http://azim.commonsupport.com/Appway/fonts/fa-solid-900.eot	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/fonts/fa-solid-900.eot	(from http://azim.commonsupport.com/Appway/css/font-awesome-all.css)
04:32:15	191332/191332	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2015%20Dec%202018%2017:24:06%20GMT	http://azim.commonsupport.com/Appway/fonts/fa-solid-900.eot?	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/fonts/fa-solid-900d41d.eot	(from http://azim.commonsupport.com/Appway/css/font-awesome-all.css)
04:32:17	21196/21196	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Oct%202019%2002:07:20%20GMT	http://azim.commonsupport.com/Appway/fonts/Flaticon.woff2	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/fonts/Flaticon.woff2	(from http://azim.commonsupport.com/Appway/css/flaticon.css)
04:32:19	25132/25132	---M--	200	added ('OK')	font/woff	date:Thu,%2003%20Oct%202019%2002:07:20%20GMT	http://azim.commonsupport.com/Appway/fonts/Flaticon.woff	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/fonts/Flaticon.woff	(from http://azim.commonsupport.com/Appway/css/flaticon.css)
04:32:19	40442/40442	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2003%20Oct%202019%2002:07:20%20GMT	http://azim.commonsupport.com/Appway/fonts/Flaticon.eot?	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/fonts/Flaticond41d.eot	(from http://azim.commonsupport.com/Appway/css/flaticon.css)
04:32:22	278375/278375	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Oct%202019%2002:07:20%20GMT	http://azim.commonsupport.com/Appway/fonts/Flaticon.svg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/fonts/Flaticon.svg	(from http://azim.commonsupport.com/Appway/css/flaticon.css)
04:32:22	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2005%20May%202020%2020:32:22%20GMT	http://azim.commonsupport.com/Appway/css/owl.video.play.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/css/owl.video.play.b8.delayed	(from http://azim.commonsupport.com/Appway/css/owl.css)
04:32:26	40264/40264	---M--	200	added ('OK')	font/ttf	date:Thu,%2003%20Oct%202019%2002:07:20%20GMT	http://azim.commonsupport.com/Appway/fonts/Flaticon.ttf	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/fonts/Flaticon.ttf	(from http://azim.commonsupport.com/Appway/css/flaticon.css)
04:32:26	20209/20209	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2019:31:06%20GMT	http://azim.commonsupport.com/Appway/images/icons/bg-shap-1.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/bg-shap-1.png	(from http://azim.commonsupport.com/Appway/css/imagebg.css)
04:32:27	191112/191112	---M--	200	added ('OK')	font/ttf	date:Sat,%2015%20Dec%202018%2017:24:06%20GMT	http://azim.commonsupport.com/Appway/fonts/fa-solid-900.ttf	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/fonts/fa-solid-900.ttf	(from http://azim.commonsupport.com/Appway/css/font-awesome-all.css)
04:32:27	2103/2103	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202019%2012:34:24%20GMT	http://azim.commonsupport.com/Appway/images/icons/shap-17.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/shap-17.png	(from http://azim.commonsupport.com/Appway/css/imagebg.css)
04:32:27	2218/2218	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202019%2013:03:20%20GMT	http://azim.commonsupport.com/Appway/images/icons/shap-23.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/shap-23.png	(from http://azim.commonsupport.com/Appway/css/imagebg.css)
04:32:28	1909/1909	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202019%2013:05:08%20GMT	http://azim.commonsupport.com/Appway/images/icons/shap-25.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/shap-25.png	(from http://azim.commonsupport.com/Appway/css/imagebg.css)
04:32:28	2367/2367	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202019%2012:37:04%20GMT	http://azim.commonsupport.com/Appway/images/icons/shap-18.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/shap-18.png	(from http://azim.commonsupport.com/Appway/css/imagebg.css)
04:32:28	2721/2721	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202019%2013:04:08%20GMT	http://azim.commonsupport.com/Appway/images/icons/shap-24.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/shap-24.png	(from http://azim.commonsupport.com/Appway/css/imagebg.css)
04:32:29	2774/2774	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202019%2013:05:50%20GMT	http://azim.commonsupport.com/Appway/images/icons/shap-26.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/shap-26.png	(from http://azim.commonsupport.com/Appway/css/imagebg.css)
04:32:29	3379/3379	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202019%2023:22:38%20GMT	http://azim.commonsupport.com/Appway/images/icons/pattern-29.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/pattern-29.png	(from http://azim.commonsupport.com/Appway/css/imagebg.css)
04:32:30	3377/3377	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202019%2023:36:26%20GMT	http://azim.commonsupport.com/Appway/images/icons/pattern-30.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/pattern-30.png	(from http://azim.commonsupport.com/Appway/css/imagebg.css)
04:32:30	27580/27580	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2022:06:36%20GMT	http://azim.commonsupport.com/Appway/images/icons/shap-2.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/shap-2.png	(from http://azim.commonsupport.com/Appway/css/imagebg.css)
04:32:30	413/413	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Sep%202019%2013:20:10%20GMT	http://azim.commonsupport.com/Appway/images/icons/cross-out.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/cross-out.png	(from http://azim.commonsupport.com/Appway/css/style.css)
04:32:30	60603/60603	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2020:18:12%20GMT	http://azim.commonsupport.com/Appway/images/icons/shap-1.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/shap-1.png	(from http://azim.commonsupport.com/Appway/css/imagebg.css)
04:32:31	15193/15193	---M--	200	added ('OK')	image/gif	date:Sun,%2006%20Oct%202019%2013:02:42%20GMT	http://azim.commonsupport.com/Appway/images/icons/preloader.gif	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/preloader.gif	(from http://azim.commonsupport.com/Appway/css/style.css)
04:32:33	9610/9610	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Oct%202019%2013:50:04%20GMT	http://azim.commonsupport.com/Appway/images/icons/icon-bg-1.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/icon-bg-1.png	(from http://azim.commonsupport.com/Appway/css/style.css)
04:32:38	8942/8942	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Oct%202019%2013:50:46%20GMT	http://azim.commonsupport.com/Appway/images/icons/icon-bg-4.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/icon-bg-4.png	(from http://azim.commonsupport.com/Appway/css/style.css)
04:32:38	57639/57639	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Oct%202019%2014:51:00%20GMT	http://azim.commonsupport.com/Appway/images/icons/map-shap-2.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/map-shap-2.png	(from http://azim.commonsupport.com/Appway/css/style.css)
04:32:40	10898/10898	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Oct%202019%2013:50:16%20GMT	http://azim.commonsupport.com/Appway/images/icons/icon-bg-2.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/icon-bg-2.png	(from http://azim.commonsupport.com/Appway/css/style.css)
04:32:42	17490/17490	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Oct%202019%2016:22:14%20GMT	http://azim.commonsupport.com/Appway/images/icons/icon-bg-6.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/icon-bg-6.png	(from http://azim.commonsupport.com/Appway/css/style.css)
04:32:42	11587/11587	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Oct%202019%2002:36:18%20GMT	http://azim.commonsupport.com/Appway/images/icons/icon-bg-5.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/icon-bg-5.png	(from http://azim.commonsupport.com/Appway/css/style.css)
04:32:43	4354/4354	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202019%2023:46:06%20GMT	http://azim.commonsupport.com/Appway/images/logo-2.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/logo-2.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:32:46	24843/24843	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2012:51:54%20GMT	http://azim.commonsupport.com/Appway/images/icons/banner-bg.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/banner-bg.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:32:48	117344/117344	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Oct%202019%2015:13:28%20GMT	http://azim.commonsupport.com/Appway/images/icons/map-shap-6.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/map-shap-6.png	(from http://azim.commonsupport.com/Appway/css/style.css)
04:32:49	7417/7417	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Nov%202019%2020:12:20%20GMT	http://azim.commonsupport.com/Appway/images/resource/shop-bag.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/shop-bag.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:32:50	137720/137720	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Oct%202019%2015:06:40%20GMT	http://azim.commonsupport.com/Appway/images/icons/map-shap.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/map-shap.png	(from http://azim.commonsupport.com/Appway/css/style.css)
04:32:50	45274/45274	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2012:53:46%20GMT	http://azim.commonsupport.com/Appway/images/icons/shap-4.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/shap-4.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:32:51	3812/3812	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Nov%202019%2020:14:58%20GMT	http://azim.commonsupport.com/Appway/images/resource/check-image.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/check-image.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:32:52	38843/38843	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Nov%202019%2020:11:30%20GMT	http://azim.commonsupport.com/Appway/images/resource/cradit-card.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/cradit-card.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:32:53	17964/17964	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Nov%202019%2020:14:16%20GMT	http://azim.commonsupport.com/Appway/images/resource/doller-card.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/doller-card.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:32:53	10376/10376	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2014:21:20%20GMT	http://azim.commonsupport.com/Appway/images/icons/shap-5.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/shap-5.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:01	52854/52854	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2014:46:52%20GMT	http://azim.commonsupport.com/Appway/images/icons/image-shap-3.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/image-shap-3.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:03	57995/57995	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Oct%202019%2014:35:00%20GMT	http://azim.commonsupport.com/Appway/images/resource/dashbord-5.jpg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/dashbord-5.jpg	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:04	64452/64452	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2015:01:50%20GMT	http://azim.commonsupport.com/Appway/images/icons/image-shap-4.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/image-shap-4.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:10	132773/132773	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Nov%202019%2020:13:26%20GMT	http://azim.commonsupport.com/Appway/images/resource/phone-12.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/phone-12.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:13	75221/75221	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Nov%202019%2001:36:56%20GMT	http://azim.commonsupport.com/Appway/images/resource/dashbord-6.jpg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/dashbord-6.jpg	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:14	70608/70608	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2015:09:20%20GMT	http://azim.commonsupport.com/Appway/images/resource/illustration-2.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/illustration-2.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:18	91134/91134	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Oct%202019%2015:18:08%20GMT	http://azim.commonsupport.com/Appway/images/resource/dashbord-7.jpg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/dashbord-7.jpg	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:22	75215/75215	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Oct%202019%2015:19:12%20GMT	http://azim.commonsupport.com/Appway/images/resource/dashbord-8.jpg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/dashbord-8.jpg	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:23	25497/25497	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2016:10:20%20GMT	http://azim.commonsupport.com/Appway/images/resource/illustration-4.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/illustration-4.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:27	19180/19180	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2018:44:26%20GMT	http://azim.commonsupport.com/Appway/images/icons/pattern-2.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/pattern-2.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:28	25770/25770	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2018:40:58%20GMT	http://azim.commonsupport.com/Appway/images/icons/pattern-1.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/pattern-1.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:29	104602/104602	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Oct%202019%2015:53:38%20GMT	http://azim.commonsupport.com/Appway/images/resource/dashbord-9.jpg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/dashbord-9.jpg	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:31	119171/119171	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2015:41:40%20GMT	http://azim.commonsupport.com/Appway/images/resource/illustration-3.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/illustration-3.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:34	15188/15188	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Oct%202019%2018:52:08%20GMT	http://azim.commonsupport.com/Appway/images/resource/testimonial-1.jpg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/testimonial-1.jpg	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:40	128812/128812	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Oct%202019%2017:41:34%20GMT	http://azim.commonsupport.com/Appway/images/resource/product-image.jpg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/product-image.jpg	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:44	4169/4169	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2019:38:34%20GMT	http://azim.commonsupport.com/Appway/images/icons/icon-4.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/icon-4.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:44	23333/23333	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2019:59:56%20GMT	http://azim.commonsupport.com/Appway/images/icons/layer-image-1.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/layer-image-1.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:45	35986/35986	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2019:12:54%20GMT	http://azim.commonsupport.com/Appway/images/icons/pattern-3.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/pattern-3.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:49	4331/4331	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2019:39:00%20GMT	http://azim.commonsupport.com/Appway/images/icons/icon-5.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/icon-5.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:52	8589/8589	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2019:39:26%20GMT	http://azim.commonsupport.com/Appway/images/icons/icon-6.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/icon-6.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:33:56	292789/292789	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2019:07:12%20GMT	http://azim.commonsupport.com/Appway/images/background/video-bg.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/background/video-bg.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:34:01	1086/1086	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20Sep%202019%2013:17:12%20GMT	http://azim.commonsupport.com/Appway/js/nav-tool.js	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/js/nav-tool.js	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:34:10	129144/129144	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2019:52:30%20GMT	http://azim.commonsupport.com/Appway/images/icons/pattern-4.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/pattern-4.png	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:34:13	93334/93334	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Oct%202019%2019:50:00%20GMT	http://azim.commonsupport.com/Appway/images/resource/difference-1.jpg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/difference-1.jpg	(from http://azim.commonsupport.com/Appway/e-commerce.html)
04:34:16	28566/28566	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Oct%202019%2023:07:32%20GMT	http://azim.commonsupport.com/Appway/images/resource/dashbord-10.jpg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/dashbord-10.jpg	(from http://azim.commonsupport.com/Appway/seo.html)
04:34:16	10446/10446	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Oct%202019%2023:08:26%20GMT	http://azim.commonsupport.com/Appway/images/resource/dashbord-11.jpg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/dashbord-11.jpg	(from http://azim.commonsupport.com/Appway/seo.html)
04:34:21	4147/4147	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2023:31:54%20GMT	http://azim.commonsupport.com/Appway/images/clients/client-1.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/clients/client-1.png	(from http://azim.commonsupport.com/Appway/seo.html)
04:34:23	104337/104337	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2023:06:52%20GMT	http://azim.commonsupport.com/Appway/images/resource/laptop-1.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/laptop-1.png	(from http://azim.commonsupport.com/Appway/seo.html)
04:34:24	6364/6364	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2023:32:04%20GMT	http://azim.commonsupport.com/Appway/images/clients/client-2.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/clients/client-2.png	(from http://azim.commonsupport.com/Appway/seo.html)
04:34:27	9761/9761	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2023:32:14%20GMT	http://azim.commonsupport.com/Appway/images/clients/client-3.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/clients/client-3.png	(from http://azim.commonsupport.com/Appway/seo.html)
04:34:30	4826/4826	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2023:32:26%20GMT	http://azim.commonsupport.com/Appway/images/clients/client-4.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/clients/client-4.png	(from http://azim.commonsupport.com/Appway/seo.html)
04:34:45	71237/71237	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2023:46:22%20GMT	http://azim.commonsupport.com/Appway/images/resource/illustration-5.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/illustration-5.png	(from http://azim.commonsupport.com/Appway/seo.html)
04:34:49	11838/11838	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20Oct%202019%2000:41:46%20GMT	http://azim.commonsupport.com/Appway/images/resource/dashbord-13.jpg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/dashbord-13.jpg	(from http://azim.commonsupport.com/Appway/seo.html)
04:34:57	138785/138785	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20Oct%202019%2000:41:08%20GMT	http://azim.commonsupport.com/Appway/images/resource/dashbord-12.jpg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/dashbord-12.jpg	(from http://azim.commonsupport.com/Appway/seo.html)
04:35:00	186071/186071	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Oct%202019%2000:32:42%20GMT	http://azim.commonsupport.com/Appway/images/icons/layer-image-2.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/icons/layer-image-2.png	(from http://azim.commonsupport.com/Appway/seo.html)
04:35:01	14255/14255	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20Oct%202019%2000:42:34%20GMT	http://azim.commonsupport.com/Appway/images/resource/dashbord-15.jpg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/dashbord-15.jpg	(from http://azim.commonsupport.com/Appway/seo.html)
04:35:13	144821/144821	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20Oct%202019%2000:42:12%20GMT	http://azim.commonsupport.com/Appway/images/resource/dashbord-14.jpg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/dashbord-14.jpg	(from http://azim.commonsupport.com/Appway/seo.html)
04:35:17	77190/77190	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20Oct%202019%2000:42:56%20GMT	http://azim.commonsupport.com/Appway/images/resource/dashbord-16.jpg	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/dashbord-16.jpg	(from http://azim.commonsupport.com/Appway/seo.html)
04:35:18	10422/10422	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Oct%202019%2014:38:18%20GMT	http://azim.commonsupport.com/Appway/images/resource/thumb-1.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/thumb-1.png	(from http://azim.commonsupport.com/Appway/seo.html)
04:35:24	32393/32393	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Oct%202019%2014:39:02%20GMT	http://azim.commonsupport.com/Appway/images/resource/thumb-2.png	C:/Meus%20Sites/Adev/azim.commonsupport.com/Appway/images/resource/thumb-2.png	(from http://azim.commonsupport.com/Appway/seo.html)
